Label,Subsection,Title,Abstract,Sentiment_Label
DEI,Politics,Video game publishers are starting to use anti DEI as a marketing meme,Following Republican victory elections several companies have experimented with pivoting away from Diversity Ethics Inclusion collection employment practices aimed challenging bias prejudice workplace Faceboo,Positive
DEI,Politics,The NFL is removing End Racism from its Super Bowl end zone,Here what decision America favorite sports league tells about anticipatory obedience,Positive
DEI,Politics,Trump has issued a number of orders affecting the military Here s what they do,President Trump signed number executive orders Monday night aimed military Here breakdown what signed,Negative
DEI,Politics,Meta CEO Mark Zuckerberg says the company will be cutting low performers faster as a way to raise the bar,Meta chief wrote post Workplace company internal forum that company will doing more extensive performance based cuts,Positive
DACA,Politics,Trump to declare national emergency at US Mexico border in flurry of day one orders,incoming president plans sign many executive orders administration begins,Positive
DACA,Politics,Trump has a message to CEOs Build in America or pay up,Trump clear message business leaders address World Economic Forum,Positive
DACA,Politics,When DEI Fails Is Diversity Just a Marketing Gimmick,initiatives promise transformative change creative industries often devolve into performative actions that undermine trust stifle innovation,Positive
DACA,Politics,A Davos download on everything we heard and saw during a busy week in the Alps,this Sunday edition Today bringing highlights from World Economic Forum Davos Switzerland,Positive
DACA,Politics,What Happens to Student Loans and Financial Aid During Trump s Federal Funding Freeze,federal pause does affect federal student loans Pell Grants impact other student programs remains unclear,Negative
DACA,Politics,Mark Zuckerberg and Sheryl Sandberg want you to know they re still friends and definitely not mad at each other,Thursday York Times published lengthy story about rise power Stephen Miller longtime loyalist Donald Trump known hardline views immigration Normally story like that wouldn much attention tech press,Positive
